# List of resource files from game root dir
# (comiled with """"find . -type f | sort | sed 's/^..//' > resource_files.csv"""")
path;format;paletteNr;width;height;tabFile;tabOffset;comment
TERRAIN/PLANE.PCK;PCK;4;32;40;TERRAIN/PLANE.TAB;2;
TERRAIN/PLANE.TAB;;;;;;;
TERRAIN/POLAR.MCD;;;;;;;
TERRAIN/POLAR.PCK;PCK;4;32;40;TERRAIN/POLAR.TAB;2;
TERRAIN/POLAR.TAB;;;;;;;
TERRAIN/ROADS.MCD;;;;;;;
TERRAIN/ROADS.PCK;PCK;4;32;40;TERRAIN/ROADS.TAB;2;
TERRAIN/ROADS.TAB;;;;;;;
TERRAIN/UFO1.MCD;;;;;;;
TERRAIN/UFO1.PCK;PCK;4;32;40;TERRAIN/UFO1.TAB;2;
TERRAIN/UFO1.TAB;;;;;;;
TERRAIN/URBAN.MCD;;;;;;;
TERRAIN/URBAN.PCK;PCK;4;32;40;TERRAIN/URBAN.TAB;2;
TERRAIN/URBAN.TAB;;;;;;;
TERRAIN/URBITS.MCD;;;;;;;
TERRAIN/URBITS.PCK;PCK;4;32;40;TERRAIN/URBITS.TAB;2;
TERRAIN/URBITS.TAB;;;;;;;
TERRAIN/U_BASE.MCD;;;;;;;
TERRAIN/U_BASE.PCK;PCK;4;32;40;TERRAIN/U_BASE.TAB;2;
TERRAIN/U_BASE.TAB;;;;;;;
TERRAIN/U_BITS.MCD;;;;;;;
TERRAIN/U_BITS.PCK;PCK;4;32;40;TERRAIN/U_BITS.TAB;2;
TERRAIN/U_BITS.TAB;;;;;;;
TERRAIN/U_DISEC2.MCD;;;;;;;
TERRAIN/U_DISEC2.PCK;PCK;4;32;40;TERRAIN/U_DISEC2.TAB;2;
TERRAIN/U_DISEC2.TAB;;;;;;;
TERRAIN/U_EXT02.MCD;;;;;;;
TERRAIN/U_EXT02.PCK;PCK;4;32;40;TERRAIN/U_EXT02.TAB;2;
TERRAIN/U_EXT02.TAB;;;;;;;
TERRAIN/U_OPER2.MCD;;;;;;;
TERRAIN/U_OPER2.PCK;PCK;4;32;40;TERRAIN/U_OPER2.TAB;2;
TERRAIN/U_OPER2.TAB;;;;;;;
TERRAIN/U_PODS.MCD;;;;;;;
TERRAIN/U_PODS.PCK;PCK;4;32;40;TERRAIN/U_PODS.TAB;2;
TERRAIN/U_PODS.TAB;;;;;;;
TERRAIN/U_WALL02.MCD;;;;;;;
TERRAIN/U_WALL02.PCK;PCK;4;32;40;TERRAIN/U_WALL02.TAB;2;
TERRAIN/U_WALL02.TAB;;;;;;;
TERRAIN/XBASE1.MCD;;;;;;;
TERRAIN/XBASE1.PCK;PCK;4;32;40;TERRAIN/XBASE1.TAB;2;
TERRAIN/XBASE1.TAB;;;;;;;
TERRAIN/XBASE2.MCD;;;;;;;
TERRAIN/XBASE2.PCK;PCK;4;32;40;TERRAIN/XBASE2.TAB;2;
TERRAIN/XBASE2.TAB;;;;;;;
UFO/DUM.BIN;;;;;;;
UFO2EXE/TACTICAL.EXE;;;;;;;
UFOC.D;;;;;;;
UFOEXE/BLACK.EXE;;;;;;;
UFOEXE/GEOSCAPE.EXE;;;;;;;
UFOGRAPH/BIGOB_00.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_01.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_02.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_03.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_04.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_05.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_06.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_07.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_08.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_09.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_10.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_11.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_12.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_13.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_14.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_15.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_16.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_17.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_18.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_19.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_20.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_21.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_22.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_23.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_24.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_25.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_26.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_27.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_28.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_29.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_30.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_31.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_32.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_33.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_34.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_35.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_36.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_37.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_38.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_39.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_40.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_41.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_42.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_43.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_44.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_45.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_46.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_47.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_48.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_49.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_50.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_51.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_52.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_53.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_54.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_55.PCK;PCK;4;32;40;;4;
UFOGRAPH/BIGOB_56.PCK;PCK;4;32;40;;4;
UFOGRAPH/CURSOR.PCK;PCK;1;32;40;UFOGRAPH/CURSOR.TAB;2;
UFOGRAPH/CURSOR.TAB;;;;;;;
UFOGRAPH/DETBLOB.DAT;;;;;;;
UFOGRAPH/DETBORD.PCK;SPK;1;320;200;;2;
UFOGRAPH/DETBORD2.PCK;SPK;1;320;200;;2;
UFOGRAPH/DP_PREFS;;;;;;;
UFOGRAPH/HIT.PCK;PCK;1;32;40;UFOGRAPH/HIT.TAB;2;
UFOGRAPH/HIT.TAB;;;;;;;
UFOGRAPH/ICONS.PCK;SPK;1;320;200;;2;
UFOGRAPH/INTICON.PCK;PCK;1;32;40;UFOGRAPH/INTICON.TAB;2;
UFOGRAPH/INTICON.TAB;;;;;;;
UFOGRAPH/MAN_0F0.SPK;SPK;4;32;40;;4;no armour / female / blonde
UFOGRAPH/MAN_0F1.SPK;SPK;4;32;40;;4;no armour / female / brown hair
UFOGRAPH/MAN_0F2.SPK;SPK;4;32;40;;4;no armour / female / oriental
UFOGRAPH/MAN_0F3.SPK;SPK;4;32;40;;4;no armour / female / African
UFOGRAPH/MAN_0M0.SPK;SPK;4;32;40;;4;no armour / male / blonde
UFOGRAPH/MAN_0M1.SPK;SPK;4;32;40;;4;no armour / male / brown hair
UFOGRAPH/MAN_0M2.SPK;SPK;4;32;40;;4;no armour / male / oriental
UFOGRAPH/MAN_0M3.SPK;SPK;4;32;40;;4;no armour / male / African
UFOGRAPH/MAN_1F0.SPK;SPK;4;32;40;;4;body armour / female / blonde
UFOGRAPH/MAN_1F1.SPK;SPK;4;32;40;;4;body armour / female / brown hair
UFOGRAPH/MAN_1F2.SPK;SPK;4;32;40;;4;body armour / female / oriental
UFOGRAPH/MAN_1F3.SPK;SPK;4;32;40;;4;body armour / female / African
UFOGRAPH/MAN_1M0.SPK;SPK;4;32;40;;4;body armour / male / blonde
UFOGRAPH/MAN_1M1.SPK;SPK;4;32;40;;4;body armour / male / brown hair
UFOGRAPH/MAN_1M2.SPK;SPK;4;32;40;;4;body armour / male / oriental
UFOGRAPH/MAN_1M3.SPK;SPK;4;32;40;;4;body armour / male / African
UFOGRAPH/MAN_2.SPK;SPK;4;32;40;;4;power suit
UFOGRAPH/MAN_3.SPK;SPK;4;32;40;;4;flying suit
UFOGRAPH/MEDIBITS.DAT;;;;;;;
UFOGRAPH/MEDIBORD.PCK;;;;;;;
UFOGRAPH/MOC1.LBM;;;;;;;
UFOGRAPH/SCANBORD.PCK;;;;;;;
UFOGRAPH/SMOKE.PCK;;;;;;;
UFOGRAPH/SMOKE.TAB;;;;;;;
UFOGRAPH/SPICONS.DAT;;;;;;;
UFOGRAPH/TAC00.SCR;;;;;;;
UFOGRAPH/TAC01.SCR;;;;;;;
UFOGRAPH/UNIBORD.PCK;;;;;;;
UFOGRAPH/X1.PCK;;;;;;;
UFOGRAPH/X1.TAB;;;;;;;
UFOINTRO/ADLIB.CAT;;;;;;;
UFOINTRO/DP_PREFS;;;;;;;
UFOINTRO/PICT1.LBM;;;;;;;
UFOINTRO/PICT2.LBM;;;;;;;
UFOINTRO/PICT3.LBM;;;;;;;
UFOINTRO/PICT4.LBM;;;;;;;
UFOINTRO/PICT5.LBM;;;;;;;
UFOINTRO/PICT6.LBM;;;;;;;
UFOINTRO/PICT7.LBM;;;;;;;
UFOINTRO/ROLAND.CAT;;;;;;;
UFOINTRO/UFOINT.FLI;;;;;;;
UNITS/BIGOBS.PCK;PCK;4;32;48;UNITS/BIGOBS.TAB;2;
UNITS/BIGOBS.TAB;;;;;;;
UNITS/CELATID.PCK;PCK;4;32;40;UNITS/CELATID.TAB;2;
UNITS/CELATID.TAB;;;;;;;
UNITS/CHRYS.PCK;PCK;4;32;40;UNITS/CHRYS.TAB;2;
UNITS/CHRYS.TAB;;;;;;;
UNITS/CIVF.PCK;PCK;4;32;40;UNITS/CIVF.TAB;2;
UNITS/CIVF.TAB;;;;;;;
UNITS/CIVM.PCK;PCK;4;32;40;UNITS/CIVM.TAB;2;
UNITS/CIVM.TAB;;;;;;;
UNITS/CYBER.PCK;PCK;4;32;40;UNITS/CYBER.TAB;2;
UNITS/CYBER.TAB;;;;;;;
UNITS/ETHEREAL.PCK;PCK;4;32;40;UNITS/ETHEREAL.TAB;2;
UNITS/ETHEREAL.TAB;;;;;;;
UNITS/FLOATER.PCK;PCK;4;32;40;UNITS/FLOATER.TAB;2;
UNITS/FLOATER.TAB;;;;;;;
UNITS/FLOOROB.PCK;PCK;4;32;40;UNITS/FLOOROB.TAB;2;
UNITS/FLOOROB.TAB;;;;;;;
UNITS/HANDOB.PCK;PCK;4;32;40;UNITS/HANDOB.TAB;2;
UNITS/HANDOB.TAB;;;;;;;
UNITS/MUTON.PCK;PCK;4;32;40;UNITS/MUTON.TAB;2;
UNITS/MUTON.TAB;;;;;;;
UNITS/SECTOID.PCK;PCK;4;32;40;UNITS/SECTOID.TAB;2;
UNITS/SECTOID.TAB;;;;;;;
UNITS/SILACOID.PCK;PCK;4;32;40;UNITS/SILACOID.TAB;2;
UNITS/SILACOID.TAB;;;;;;;
UNITS/SNAKEMAN.PCK;PCK;4;32;40;UNITS/SNAKEMAN.TAB;2;
UNITS/SNAKEMAN.TAB;;;;;;;
UNITS/TANKS.PCK;PCK;4;32;40;UNITS/TANKS.TAB;2;
UNITS/TANKS.TAB;;;;;;;
UNITS/XCOM_0.PCK;PCK;4;32;40;UNITS/XCOM_0.TAB;2;
UNITS/XCOM_0.TAB;;;;;;;
UNITS/XCOM_1.PCK;PCK;4;32;40;UNITS/XCOM_1.TAB;2;
UNITS/XCOM_1.TAB;;;;;;;
UNITS/XCOM_2.PCK;PCK;4;32;40;UNITS/XCOM_2.TAB;2;
UNITS/XCOM_2.TAB;;;;;;;
UNITS/X_REAP.PCK;PCK;1;32;40;UNITS/X_REAP.TAB;2;
UNITS/X_REAP.TAB;;;;;;;
UNITS/X_ROB.PCK;PCK;1;32;40;UNITS/X_ROB.TAB;2;
UNITS/X_ROB.TAB;;;;;;;
UNITS/ZOMBIE.PCK;PCK;1;32;40;UNITS/ZOMBIE.TAB;2;
UNITS/ZOMBIE.TAB;;;;;;;
unins000.dat;;;;;;;
unins000.exe;;;;;;;
unins000.ini;;;;;;;
unins000.msg;;;;;;;
